Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-07-20 21:56:28,-0.00019999999999999998,-19.827250820000003,99136.74978374894
2024-07-20 21:56:31,-0.00011999999999999999,-11.89660156,99139.17249310412
2024-07-20 21:56:35,-3.9999999999999996e-05,-4.005349124,100136.23150578767
2024-07-20 21:56:38,3.9999999999999996e-05,4.00545909,100133.9739006525
2024-07-20 21:56:42,0.00011999999999999999,11.493599463999999,95779.19737335521
2024-07-20 21:56:45,0.00019999999999999998,19.82820934,99140.55099724504
