Timestamp,Load Pressure (bar),Voltage (V),Resistance (ohm)
2025-03-13 15:31:56,4.114999999999999,2.318497584e-05,0.046369858940282116
2025-03-13 15:32:13,4.021666666666666,2.4147508210000004e-05,0.04829491983016034
2025-03-13 15:32:29,3.935,2.549683994e-05,0.050993577892844213
